Gene.symbol	BRCA001	BRCA002	BRCA003	BRCA004	BRCA005	BRCA006	BRCA007	BRCA008	BRCA009	BRCA010	BRCA011	BRCA012	BRCA013	BRCA014	BRCA015	BRCA016	BRCA017	BRCA018	BRCA019	BRCA020	BRCA021	BRCA022	BRCA023	BRCA024	BRCA025	BRCA026	BRCA027	BRCA028	BRCA029	BRCA030	BRCA031	BRCA032	BRCA033	BRCA034	BRCA035	BRCA036	BRCA037	BRCA038	BRCA039	BRCA040	BRCA041	BRCA042	BRCA043	BRCA044	BRCA045	BRCA046	BRCA047	BRCA048	BRCA049	BRCA050	BRCA051	BRCA052	BRCA053	BRCA054	BRCA055	BRCA056	BRCA057	BRCA058	BRCA059	BRCA060	BRCA061	BRCA062	BRCA063	BRCA064	BRCA065	BRCA066	BRCA067	BRCA068	BRCA069	BRCA070	BRCA071	BRCA072	BRCA073	BRCA074	BRCA075	BRCA076	BRCA077	BRCA078	BRCA079	BRCA080	BRCA081	BRCA082	BRCA083	BRCA084	BRCA085	BRCA086	BRCA087	BRCA088	BRCA089	BRCA090	BRCA091	BRCA092	BRCA093	BRCA094	BRCA095	BRCA096	BRCA097	BRCA098	BRCA099	BRCA100	BRCA101	BRCA102	BRCA103	BRCA104	BRCA105	BRCA106	BRCA107	BRCA108	BRCA109	BRCA110	BRCA111	BRCA112	BRCA113	BRCA114	BRCA115	BRCA116	BRCA117	BRCA118	BRCA119	BRCA120	BRCA121	BRCA122	BRCA123	BRCA124	BRCA125	BRCA126	BRCA127	BRCA128	BRCA129	BRCA130	BRCA131	BRCA132	BRCA133	BRCA134	BRCA135	BRCA136	BRCA137	BRCA138	BRCA139	BRCA140
STX1A	5.299	5.271	0	49.664	25.479	6.36	5.306	4.426	26.024	1.832	37.435	6.606	0	2.87	1.961	9.265	25.908	12.874	0	0.894	44.744	15.03	3.723	5.054	17.406	3.481	10.901	6.736	6.931	6.116	11.752	9.628	5.938	4.303	19.543	7.426	0.102	19.051	3.611	1.236	20.262	6.381	3.886	7.379	0.545	4.947	6.106	3.481	3.651	6.814	8.232	20.881	13.884	13.052	3.166	11.321	4.209	7.863	8.35	11.295	13.529	15.412	0.307	7.929	7.09	6.717	0.352	7.09	7.357	1.874	1.507	17.62	1.824	2.583	6.945	16.221	4.3	13.444	5.455	3.688	0.095	8.43	1.017	12.752	0.947	9.297	1.797	14.711	4.527	5.429	12.851	16.289	15.476	6.804	10.679	6.222	5.297	17.262	10.158	2.592	21.187	8.293	1.035	15.577	4.541	6.264	6.226	7.516	5.59	1.085	14.066	13.406	12.06	9.526	10.672	15.875	6.732	8.03	0.977	7.272	3.477	24.877	6.35	11.939	15.879	15.866	8.628	3.082	2.016	3.538	17.998	13.244	9.62	4.175	18.28	3.314	7.235	5.34	9.357	27.292
NOD1	11.364	2.497	0	3.141	12.563	9.337	10.416	14.037	4.118	3.205	5.504	12.878	27.994	1.636	0	14.93	2.694	1.766	2.445	6.636	7.323	13.696	7.488	8.682	6.588	6.758	12.993	13.32	11.676	4.982	9.663	11.808	11.346	11.175	9.271	8.495	8.781	9.697	14.913	12.561	13.943	5.355	12.479	14.248	10.302	6.346	9.857	9.343	12.282	9.479	10.625	14.021	4.427	6.891	6.571	9.074	19.703	5.677	9.808	11.315	11.341	8.836	10.462	12.028	7.17	9.155	11.561	14.571	9.05	7.249	7.55	5.003	5.361	9.728	5.771	8.725	8.579	9.638	8.317	9.217	12.495	15.538	10.314	14.564	18.005	8.055	9.995	5.088	2.835	15.336	11.482	5.991	7.142	5.508	16.857	8.086	15.918	9.924	11.574	4.07	10.951	11.728	14.615	13	9.465	9.055	8.6	12.852	13.184	11.812	6.747	9.692	10.493	5.473	5.544	8.187	8.269	11.142	2.792	9.105	18.171	8.256	10.546	9.925	12.01	9.156	6.346	13.307	7.599	18.632	17.861	18.311	21.969	19.789	6.239	8.635	13.61	11.566	13.83	22.598
GARS	36.294	74.42	40.927	7.738	126.603	64.613	52.151	42.514	112.31	56.036	69.549	118.801	87.168	107.61	130.791	62.155	82.22	64.123	31.892	77.55	65.775	61.956	55.193	76.424	72.698	70.518	73.722	101.903	94.179	95.701	73.605	76.258	89.319	79.682	75.176	66.186	124.745	30.878	68.051	121.942	91.166	64.792	80.98	68.991	90.667	51.229	74.798	80.865	87.192	76.445	72.15	79.167	66.138	76.099	78.485	70.429	77.166	41.482	67.758	53.75	65.489	49.408	67.24	68.53	79.755	65.922	73.562	76.285	68.422	59.177	62.177	70.332	71.03	94.977	55.127	63.377	75.573	59.454	92.013	72.572	69.971	84.496	57.459	77.584	85.622	78.028	108.471	33.157	93	72.634	62.809	53.58	77.742	64.651	76.076	54.097	66.368	67.346	75.891	74.684	78.138	60.083	70.977	54.676	66.341	53.923	36.389	62.908	59.223	20.621	62.097	87.465	74.063	18.951	108.223	71.946	58.855	82.647	78.589	91.76	81.107	59.243	67.593	57.942	82.51	58.038	68.361	88.118	61.194	95.273	111.204	73.189	72.468	72.813	72.309	139.172	90.92	76.663	82.338	81.768
CRHR2	0	0	0	0	2.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0	0	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB6	11.173	0.228	0	0	2.073	0	0	0	6.101	3.226	0	0	0	0	0	0	0	0	0	1.416	1.397	5.607	2.869	2.659	5.078	0.638	3.215	3.212	1.558	3.209	3.245	5.108	5.759	0.61	3.041	2.763	2.009	5.177	3.578	7.44	5.139	6.674	2.208	4.681	4.537	4.329	4.275	1.895	10.397	5.228	1.59	2.462	1.016	1.267	5.854	1.419	0	0.466	1.069	1.723	3.789	4.458	1.914	1.301	1.302	0.366	2.848	1.896	0.388	3.435	0.653	4.396	6.324	2.492	4.228	5.021	4.084	4.071	4.347	8.146	5.522	2.923	1.489	4.236	8.54	1.583	9.014	2.511	0.265	2.64	1.203	1.279	0.732	4.392	0.734	3.668	4.638	2.488	1.38	7.998	3.785	5.305	2.011	0.62	5.22	6.038	1.322	2.25	4.825	4.871	2.45	2.401	2.866	3.934	2.711	2.696	4.441	4.972	6.963	4.61	2.119	1.541	3.597	0.363	1.705	0	5.884	0	7.048	7.668	1.234	4.709	7.542	5.665	7.232	5.53	1.687	6.315	0	3.565
MINDY4	0	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.357	0.263	0	0	0	0	0.614	0	0	0	0	0	0	0	0	1.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.142	0	0	0	0	0.164	0	0	0	0.486	0	0	0.654	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0	0.109	0	0	0	0	0.053	0	0	0.211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GHRHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.422	0	0	0	0.615	0	0	0	0	0	0.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	1.964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.019	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP2	35.091	36.707	59.902	21.7	28.118	11.194	39.399	32.433	36.582	22.39	24.799	28.374	68.202	21.77	44.419	30.944	15.27	3.794	18.467	32.447	27.957	33.173	31.921	32.101	24.978	42.95	26.339	26.641	23.61	26.597	31.742	31.499	30.99	39.973	42.995	18.887	26.614	32.441	33.714	43.656	25.884	19.367	24.826	27.841	25.352	27.905	25.119	39.555	31.647	40.635	41.334	37.5	22.555	26.746	11.054	22.059	21.069	20.238	29.281	19.973	17.551	29.943	21.324	21.46	15.123	25.231	27.117	43.348	20.068	15.349	23.904	28.941	34.043	38.416	23.193	21.281	31.313	28.803	26.74	30.36	18.771	20.205	37.294	29.014	34.502	36.387	25.372	23.691	25.693	33.35	30.623	28.092	33.121	29.81	33.076	33.02	21.707	34.607	29.35	34.607	32.421	20.836	18.118	18.896	40.647	24.445	22.934	30.054	34.15	31.396	33.124	31.51	30.699	23.272	42.028	25.411	27.445	36.514	26.216	31.234	22.608	24.957	38.332	30.913	27.809	29.704	32.61	33.984	31.309	25.863	32.866	30.492	28.427	32.876	29.906	22.411	29.494	27.111	25.498	23.881
CHCHD2	258.984	331.529	389.185	819.572	349.198	491.038	233.694	369.213	402.072	491.066	210.773	259.801	169.689	423.278	304.89	508.39	274.524	413.267	363.053	343.993	147.85	301.642	351.085	400.28	358.711	361.296	281.439	276.841	352.553	393.701	360.849	419.159	359.266	366.082	404.745	418.129	416.087	231.835	388.902	403.84	262.761	305.993	506.365	368.374	211.09	325.657	467.679	321.265	490.347	411.827	399.406	352.706	173.383	270.605	355.86	406.888	407.939	223.183	477.353	287.429	328.05	277.748	509.761	237.337	402.395	301.871	331.812	464.291	360.269	327.981	378.047	258.668	297.292	446.897	308.743	290.706	457.106	279.638	418.393	402.05	263.951	388.721	395.319	244.713	446.923	426.813	331.094	234.185	326.696	367.203	421.131	298.795	286.868	340.201	315.353	315.135	376.48	297.476	360.927	366.932	341.753	331.479	421.801	147.539	334.854	322.65	231.704	309.972	309.825	240.507	236.98	383.77	343.269	249.097	417.186	365.179	269.439	391.55	441.055	380.484	341.828	348.6	335.971	364.224	268.709	224.538	296.709	536.58	281.813	409.181	320.365	400.038	272.896	348.392	283.906	370.937	395.539	517.928	318.517	442.715
CCL24	0	0	0	106.319	0	0	0	16.651	0	0	0	14.379	0	0	0	0	18.608	0	0	0	0	0	0	0	4.046	0	0	0	4.993	0	0	0	0.289	10.248	0	0.589	17.647	0	0	0	0	0	2.907	1.712	0	0	0	5.825	0	0.255	0	0	0	4.297	0	0	0	0	1.538	0	0.779	0.987	0	7.245	0	3.614	0	12.271	0	0	0	0	0	0	0	0	0	0	0	0.34	0	1.294	0	8.979	8.056	2.023	0	0	0	14.74	2.308	0	0.351	0	0	0	0	0	0	0	0	0	17.766	1.003	0	1.589	3.802	0	10.781	12.646	0	0	0	0	0	0	7.862	1.287	12.669	0	0	0	0	0	0	0	0.861	0	0	0	0	0	0	0	0	0	0	10.244	0	17.648
HSPB1	361.472	238.982	206.708	346.568	258.323	305.684	230.555	265.5	404.463	232.215	158.831	206.317	149.814	427.397	380.494	327.225	473.119	342.942	145.266	559.136	273.465	271.287	239.751	230.432	229.411	235.156	223.718	258.8	436.559	233.44	270.769	256.004	298.321	307.055	208.859	234.093	331.34	117.184	224.669	443.141	361.486	113.203	253.219	256.236	206.114	174.896	251.969	281.273	294.929	325.348	195.142	539.9	515.506	339.686	395.584	223.194	453.835	220.685	317.053	199.635	356.334	497.716	575.301	282.608	256.384	254.333	233.319	329.566	278.503	143.41	157.142	272.199	216.41	270.774	198.073	174.206	255.62	239.52	288.105	286.226	270.788	346.24	305.036	332.525	271.649	405.901	312.812	300.628	304.359	297.653	285.506	308.067	248.685	351.242	293.494	258.748	324.712	352.511	293.087	273.824	347.763	341.187	369.13	316.478	376.229	293.474	173.441	390.327	117.357	310.779	348.962	393.39	318.814	265.099	343.287	214.912	337.326	436.378	356.213	427.549	376.707	252.943	325.209	310.082	267.657	224.915	292.812	383.396	371.327	351.241	404.445	259.817	259.007	306.313	446.612	312.679	220.739	404.763	345.986	577.354
NPTX2	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0.213	0	0	0	0	0	0	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196	0	0	0.263	0	0	0.065	0	0	0	0	0	0	0	0	1.05	0	0	0	0	0	0	0	0	0.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722	0.166	0	0	0	4.021	0.351	0	0	0	1.285	0	0	0	0	0	0	0	1.408	0	0	0	0	0	0	0	0.168	0	0
PDAP1	112.597	312.65	358.715	145.884	358.049	271.023	286.657	401.369	353.338	224.137	230.691	243.239	235.567	375.255	246.089	278.347	286.43	314.506	299.685	412.789	185.795	240.223	198.365	244.914	237.178	194.641	269.547	269.961	215.483	253.401	233.873	325.344	257.196	222.323	232.24	186.274	189.439	239.809	308.146	147.968	296.209	288.283	306.502	280.008	363.823	202.629	268.728	206.37	276.052	296.987	220.385	309.649	371.199	85.713	215.049	151.207	223.468	240.611	292.73	219.386	246.43	274.933	308.344	205.816	274.283	239.271	222.687	276.895	168.971	267.28	222.726	254.825	248.223	267.046	288.138	149.889	214.022	254.336	162.796	240.523	211.236	291.86	223.13	270.664	243.45	317.582	319.364	228.727	251.183	230.383	253.256	185.723	140.028	246.162	226.762	254.618	228.144	183.33	259.423	283.867	256.15	248.889	290.657	260.158	175.96	283.977	176.899	276.604	101.67	254.186	208.684	275.363	260.821	137.851	241.182	227.152	253.469	305.689	195.445	229.127	277.502	227.969	353.689	199.892	221.776	274.602	291.376	266.158	330.948	296.207	359.068	258.621	386.094	249.203	287.265	310.333	277.132	328.917	309.437	293.183
BUD31	74.524	123.495	199.715	200.757	183.78	89.48	68.304	132.187	224.791	131.329	132.433	102.58	113.476	84.586	128.708	211.854	126.066	134.844	59.082	221.814	66.471	102.876	97.172	92.722	86.662	97.89	98.627	53.701	92.34	124.601	122.383	136.216	113.18	129.426	127.451	106.498	138.859	109.594	129.204	165.304	150.622	137.884	135.166	133.119	83.61	111.951	101.958	192.549	90.557	121.772	92.623	72.194	60.716	73.806	208.67	107.157	218.384	120.325	190.247	142.327	169.983	73.463	202.28	109.874	208.095	104.023	214.79	105.379	88.817	176.175	132.927	112.144	132.943	88.906	140.868	104.577	110.799	98.876	96.652	113.685	135.354	211.666	129.067	94.183	147.345	133.707	127.979	73.326	126.422	100.216	84.861	82.712	103.047	124.913	91.366	117.842	122.871	103.399	121.143	97.158	112.357	132.385	100.511	82.598	146.896	109.504	106.531	112.115	110.342	107.397	89.92	105.419	101.708	86.199	121.326	137.254	136.14	150.679	125.882	80.683	138.574	95.643	77.796	103.129	67.172	86.557	99.987	49.614	58.218	103.885	117.737	86.173	69.877	76.427	91.318	80.705	87.706	135.463	36.747	78.442
PTCD1	0	0	0	0	0.091	0	0	0.804	0	0.628	0	0	0	0	0	3.693	0.396	0.546	0	0.081	0	0.791	0.075	0.111	1.183	0.209	0.04	0	0.776	1.692	0.969	1.807	0	0	0	0	0	0.026	0.959	0	0.087	0.271	1.476	0.328	0.52	0	3.404	0.024	0.65	0.163	0.239	0	0	2.367	0.252	0.732	0	0.898	0.327	0.144	0.166	0.262	2.146	0.886	0	2.737	1.119	0	6.105	0.255	0.12	1.367	0.083	1.286	0	0.277	0.327	0	0.098	0.072	0	2.475	0.575	0.205	1.491	0.376	0	0.637	1.145	0	0.245	0.489	0.448	0.086	0.609	0.792	0.927	0.178	0	0.742	0	2.305	0.22	0	0.198	1.452	0	0.201	0.04	0.836	0.613	0.609	0.216	0	0.553	0.962	0.418	0.684	0	0.867	1.206	0.353	0.034	0	0.098	4.644	0	0	0	0	0.044	0.043	0	2.848	0.041	0	0	0.044	0.049	3.174
CYP3A5	0	0	0.155	1.188	0.078	0	0	0	0	0	0	0	0	0	0	1.22	0	0	0	0.07	0	0.057	0	0	0	0	0	0	0	0.436	0	0.421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205	0	0	0.082	0	0	0	0	0	0	0	0.351	0	0	0	4.524	0	0	0.825	0.641	0.373	0	0	0.051	0	0.854	0	0.203	0	0.664	0.379	0.106	0	0	0	0.309	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.351	0	0	0.885	0	0.464	0	0	0	0	0	0	0.074	1.351	0	0	0	0.431	0	0	0	0	0.029	0	0	0	0.118	0	0	0	0	0	0	0	0.106	0	0.17	2.768	0	0
ZKSCAN1	42.18	80.224	51.334	48.781	61.078	77.791	65.753	58.424	74.376	76.064	50.791	59.924	127.127	103.841	61.467	64.6	66.833	97.49	82.126	105.168	75.329	46.297	42.617	45.595	53.805	48.027	40.807	70.059	78.407	50.917	50.996	67.896	52.889	68.362	52.471	48.527	56.706	39.098	41.441	63.296	67.16	45.004	70.034	63.585	57.648	44.661	58.777	58.805	72.064	57.249	52.573	44.222	50.794	33.633	97.335	55.989	58.842	30.496	64.365	55.705	68.716	33.684	88.574	32.188	65.561	38.41	55.712	70.621	48.451	63.863	82.202	46.563	42.521	59.593	50.605	30.488	52.67	39.69	62.679	67.701	47.452	41.405	55.483	54.189	49.277	69.144	57.995	33.215	34.062	69.488	52.545	49.442	37.344	63.647	53.109	42.531	55.754	42.782	49.015	58.478	56.408	46.679	56.796	41.382	59.731	42.672	33.785	54.163	31.987	40.73	38.478	51.933	54.266	21.21	68.349	54.689	56.706	52.781	70.954	69.044	72.735	40.031	64.546	53.561	41.118	35.029	53.545	52.742	49.043	73.472	54.321	45.641	36.792	52.467	53.95	42.916	43.793	69.974	68.84	58.279
EIF3B	42.717	58.946	26.346	40.32	53.395	70.36	45.733	83.401	63.219	53.796	36.545	90.018	50.115	39.489	64.429	63.363	41.682	58.754	47.745	65.648	43.106	51.222	51.736	64.521	59.993	65.726	46.669	68.792	59.392	73.542	65.271	83.08	64.022	52.55	70.457	74.585	62.82	41.02	87.95	56.015	73.322	53.575	94.847	91.936	77.007	60.765	79.65	56.593	94.251	76.719	78.264	77.475	65.786	44.49	56.029	66.624	58.955	45.675	48.296	36.856	35.878	57.707	46.446	38.155	48.612	47.363	41.888	67.842	32.491	38.185	39.054	60.895	68.145	63.734	64.975	38.672	65.966	49.299	66.26	74.636	53.166	53.605	60.033	59.637	66.967	74.646	72.354	36.163	71.724	68.846	73.34	55.818	48.625	71.304	58.073	69.652	71.548	44.647	59.407	78.656	79.358	55.151	83.097	45.212	57.267	69.787	48.339	71.206	44.866	95.928	51.534	65.392	77.806	37.277	73.672	68.015	55.731	65.179	64.219	53.206	55.976	40.005	74.13	58.674	66.349	59.523	62.823	57.45	73.556	61.606	54.178	82.747	46.485	49.343	59.625	84.364	84.573	91.008	80.237	64.694
SNX8	10.035	17.911	6.541	8.812	3.369	15.55	19.263	35.996	19.989	19.655	18.07	9.912	7.913	22.127	44.399	38.061	1.856	36.235	52.5	38.707	14.358	16.179	21.133	17.392	20.719	17.858	26.21	24.93	30.091	35.69	27.147	22.111	32.861	26.878	31.495	32.028	37.429	16.519	30.056	19.509	18.784	13.299	30.243	33.884	36.824	14.015	25.558	14.222	47.297	41.221	20.896	47.788	54.92	14.862	40.754	25.49	24.666	14.831	18.655	14.885	16.643	28.576	31.194	31.748	39.485	21.437	22.063	39.564	27.828	11.646	25.433	27.903	20.459	39.218	26.963	21.172	19.523	13.325	17.423	37.349	27.388	33.185	27.839	66.15	38.683	32.276	40.643	22.615	33.635	26.173	50.804	28.901	21.375	17.668	26.971	25.175	29.52	14.914	26.506	24.204	27.449	18.954	39.08	44.967	34.859	19.561	16.987	20.901	12.715	31.306	23.871	41.372	34.5	28.516	40.485	26.77	47.161	36.646	29.337	42.191	36.968	25.312	35.614	58.153	31.522	18.107	45.486	44.255	33.847	33.044	25.303	26.147	52.922	37.157	71.275	26.166	72.493	77.384	74.477	30.71
NUDT1	21.319	7.556	40.595	0.64	20.594	17.705	0.702	54.887	28.294	10.693	15.177	18.015	8.394	5.863	19.834	16.545	21.942	42.401	0	46.85	25.893	23.776	31.595	23.986	24.947	24.571	14.039	25.786	35.214	26.183	26.112	31.258	26.834	25.719	23.725	28.03	35.07	17.923	25.627	27.55	35.912	30.022	38.281	42.996	30.394	21.302	29.758	18.36	35.126	36.672	28.254	14.922	33.073	9.442	21.877	9.593	5.51	26.916	21.987	19.332	24.789	13.67	13.258	15.485	10.854	13.184	12.833	30.899	19.471	18.896	31.252	14.218	31.721	21.001	18.523	22.379	25.316	27.509	28.875	32.337	35.5	17.83	27.225	23.067	37.12	17.746	35.131	9.649	21.365	28.047	22.108	39.045	34.03	42.909	31.197	41.718	17.64	26.304	44.583	27.208	25.111	19.746	16.93	4.926	20.086	42.432	13.227	35.735	26.412	39.799	10.993	19.366	20.323	5.517	25.399	28.678	24.626	24.289	11.587	25.56	15.987	20.368	31.748	55.808	29.193	29.44	9.768	15.224	44.402	19.509	44.314	41.042	27.305	7.153	42.136	23.936	33.234	30.078	40.462	68.031
PTPRZ1	0	0	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF6	12.645	9.229	4.878	0.983	35.507	33.978	9.712	31.772	29.401	14.394	4.152	38.105	0.573	8.054	11.341	18.362	16.298	14.738	7.202	24.691	35.89	35.601	37.016	31.189	32.278	37.283	26.16	46.584	52.026	38.312	42.486	31.587	39.359	26.056	45.743	18.581	27.245	21.274	25.465	70.053	36.915	22.251	36.535	30.503	24.043	18.257	21.814	15.223	30.706	34.259	27.655	29.348	15.407	20.763	28.849	31.505	26.751	10.872	37.155	14.803	19.047	25.699	23.561	16.137	19.79	24.694	24.174	27.563	18.068	15.124	25.545	25.15	25.551	38.97	27.122	23.074	37.679	26.471	33.882	38.975	36.024	37.021	23.089	27.506	25.863	41.401	37.053	22.903	32.191	24.181	29.095	12.917	32.903	35.861	27.089	30.086	36.622	31.557	33.662	24.243	33.075	32.309	43.049	12.918	31.935	32.147	18.603	34.393	39.633	25.599	17.473	45.205	24.005	16.431	26.133	30.21	24.932	30.586	22.123	44.927	34.662	22.15	24.537	28.871	27.546	26.929	35.415	33.7	38.709	38.293	53.748	35.667	34.475	24.554	36.651	21.62	49.83	42.941	24.331	37.376
WASL	33.89	32.641	6.859	86.332	40.772	37.894	43.742	26.113	24.34	32.861	61.937	52.91	1.849	44.02	10.449	36.252	30.03	19.582	57.502	59.526	17.85	19.938	22.883	19.737	20.404	21.605	15.077	31.6	29.176	27.724	35.655	25.695	32.202	22.965	20.342	25.801	40.297	11.651	35.291	32.972	14.663	16.781	24.986	21.196	17.839	22.117	34.092	27.115	32.748	31.811	23.194	36.297	35.455	24.02	47.557	20.664	35.047	20.481	34.659	20.316	19.173	23.196	53.501	29.029	29.258	37.457	36.534	31.369	21.907	22.852	23.457	17.177	21.045	45.159	19.646	29.916	29.46	15.82	29.605	37.467	29.855	27.403	35.156	46.043	31.549	33.991	18.249	14.623	18.894	31.506	19.636	20.602	22.601	23.784	12.541	23.574	38.371	20.861	21.886	37.765	32.7	29.968	31.04	23.339	33.152	27.761	22.852	30.83	18.516	41.321	21.606	37.845	24.147	33.425	38.801	33.902	36.369	31.284	23.455	35.715	42.374	29.197	35.474	35.93	35.743	18.856	31.49	27.456	22.768	45.076	34.703	18.753	17.344	37.787	35.75	19.66	28.979	40.759	38.255	12.528
HYAL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237	0	0	0	3.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIMP2	19.379	36.733	76.474	7.284	34.033	84.054	39.447	0	23.014	15.858	50.275	61.541	29.314	16.085	1.051	23.102	23.321	21.728	36.822	55.658	6.36	26.659	43.578	23.462	28.408	21.249	44.435	10.513	29.785	36.975	37.277	54.745	35.795	66.384	35.407	38.539	36.769	22.868	41.541	72.901	16.541	34.615	31.447	35.514	28.477	42.835	57.491	16.545	15.745	40.305	30.21	52.025	18.443	22.029	27.827	40.738	54.559	24.169	64.271	41.759	41.82	30.801	26.805	34.05	57.192	35.334	26.164	46.171	40.649	29.049	45.242	37.561	25.652	25.042	19.707	14.218	33.9	21.814	39.877	27.019	26.823	26.927	39.519	19.593	67.712	27.509	39.866	18.88	20.165	59.379	41.83	36.743	24.617	22.604	38.763	42.818	32.725	42.228	33.675	40.095	30.744	24.913	23.44	21.427	28.623	36.799	24.762	28.612	19.593	27.652	22.325	18.056	47.102	0.731	14.212	30.053	27.382	31.26	42.311	35.384	40.539	19.349	44.659	34.721	24.083	7.034	27.736	53.092	16.044	48.696	21.725	25.259	11.933	31.973	40.739	29.129	35.839	37.827	29.279	24.76
TFR2	2.087	0	0.207	27.489	5.5	0.206	4.449	0	0	0.514	0.784	1.226	10.637	0	0	10.255	3.174	4.38	0	12.286	0.21	2.872	5.946	2.669	3.491	6.849	1.279	1.228	3.135	5.003	4.641	1.93	10.56	7.018	5.511	3.658	5.337	1.101	6.452	15.111	5.302	2.016	4.525	4.129	4.73	4.509	14.629	12.99	11.215	7.297	2.11	3.54	2.193	13.228	3.751	1.865	5.742	0.588	2.716	3.706	5.311	0.481	3.354	13.724	6.994	4.898	1.283	4.235	2.449	4.978	3.16	1.723	2.517	12.771	0.928	0.318	3.51	2.761	3.864	4.261	2.851	14.302	11.003	2.266	6.979	3.697	10.132	1.348	12.09	6.285	2.577	0.112	6.027	9.578	7.786	3.176	2.607	1.635	8.054	5.196	1.482	9.921	2.718	4.926	3.583	0.039	0.463	6.114	0.181	2.998	3.044	2.256	2.223	6.044	7.555	5.866	4.07	4.391	6.213	9.071	8.412	1.8	12.54	6.033	10.42	2.661	10.17	8.762	6.763	2.128	3.443	6.519	4.208	10.544	2.44	7.701	6.275	5.89	5.201	7.221
