Gene.symbol	HCC001	HCC002	HCC003	HCC004	HCC005	HCC006	HCC007	HCC008	HCC009	HCC010	HCC011	HCC012	HCC013	HCC014	HCC015	HCC016	HCC017	HCC018	HCC019	HCC020	HCC021	HCC022	HCC023	HCC024	HCC025	HCC026	HCC027	HCC028	HCC029	HCC030	HCC031	HCC032	HCC033	HCC034	HCC035	HCC036	HCC037	HCC038	HCC039	HCC040	HCC041	HCC042	HCC043	HCC044	HCC045	HCC046	HCC047	HCC048	HCC049	HCC050	HCC051	HCC052	HCC053	HCC054	HCC055	HCC056	HCC057	HCC058	HCC059	HCC060	HCC061	HCC062	HCC063	HCC064	HCC065	HCC066	HCC067	HCC068	HCC069	HCC070	HCC071	HCC072	HCC073	HCC074	HCC075	HCC076	HCC077	HCC078	HCC079	HCC080	HCC081	HCC082	HCC083	HCC084	HCC085	HCC086	HCC087	HCC088	HCC089	HCC090	HCC091	HCC092	HCC093	HCC094	HCC095	HCC096	HCC097	HCC098	HCC099	HCC100	HCC101	HCC102	HCC103	HCC104	HCC105	HCC106	HCC107	HCC108	HCC109	HCC110	HCC111	HCC112
XPA	52.72	33.093	78.237	87.188	135.645	134.051	133.848	69.606	105.881	116.974	127.546	168.447	130.909	36.513	94.797	140.364	123.063	72.796	54.318	116.948	91.921	89.845	101.552	152.646	64.241	105.66	72.83	50.18	76.894	61.238	75.271	77.316	162.903	116.502	81.358	69.046	103.003	88.103	109.236	63.852	28.849	79.806	53.188	134.973	93.978	102.222	133.37	122.08	177.143	142.804	136.78	88.524	172.25	52.151	98.559	48.938	42.336	99.35	103.872	83.443	94.146	93.038	36.035	126.955	60.629	71.3	67.844	44.004	49.698	65.663	272.434	84.89	130.831	97.279	128.958	171.923	86.315	28.49	78.772	63.45	66.952	59.333	46.846	23.731	46.129	151.356	33.861	84.677	56.824	44.305	53.577	93.586	57.286	92.556	60.143	47.053	101.662	135.979	25.572	75.699	56.973	40.117	64.989	60.723	60.863	42.678	88.564	75.589	119.382	116.93	89.443	175.032
NCBP1	17.418	18.383	32.011	32.825	36.352	25.703	21.15	20.542	40.374	27.488	19.816	25.808	31.529	12.192	22.153	27.523	12.19	32.773	13.311	32.922	26.062	1.728	29.703	26.834	20.627	25.717	23.26	17.161	32.192	32.9	20.578	32.622	25.857	28.962	31.085	18.914	21.587	36.385	29.224	6.612	7.77	32.733	9.265	19.433	15.679	13.492	12.832	44.285	33.757	21.275	20.435	12.497	43.055	28.717	21.988	19.016	67.022	30.114	20.123	34.727	18.507	27.15	16.422	43.746	18.771	14.621	17.226	19.385	20.176	26.214	1.292	27.63	25.76	21.046	35.472	42.079	25.261	9.307	26.859	18.028	23.401	27.989	33.548	15.144	22.233	18.295	11.4	36.062	36.746	12.97	23.602	31.768	9.738	23.376	36.665	19.849	24.261	21.124	7.518	17.082	13.651	19.212	5.791	23.25	37.873	19.208	8.743	23.696	29.036	40.917	22.745	33.946
ANP32B	2106.973	1680.884	4440.875	2905.888	1525.999	1781.501	1712.961	2094.843	3010.513	2547.452	2622.631	2662.574	1088.329	1250.813	1720.157	2298.935	2272.684	2292.221	1402.501	1470.477	1685.24	1036.832	1152.609	2414.759	1096.098	2915.423	1646.459	1461.044	1499.553	2096.997	1704.303	1181.769	1508.415	2090.149	1952.441	1179.234	1634.147	1564.423	2479.488	2679.421	1149.422	2512.271	1992.89	2629.615	1574.924	3442.013	2896.051	3249.468	2113.516	2458.782	3788.941	2180.563	2235.83	1135.146	1655.774	2177.867	1331.227	1291.871	2486.399	1843.989	1754.139	2981.051	832.28	2019.94	2060.098	1079.854	1717.543	856.529	1117.113	921.001	941.526	2180.914	1174.517	1664.968	2458.428	2427.593	2512.106	901.713	1246.548	1076.274	2181.775	1723.146	1586.163	943.083	1619.29	2738.818	1254.431	2695.67	1543.796	1349.441	2400.858	3031.598	1957.786	1365.795	1132.415	1374.911	2567.321	2142.341	1741.613	1035.541	1799.351	1821.483	1960.929	1514.239	1678.819	1329.005	2620.129	1779.488	2619.771	2231.598	2459.992	2779.811
OR1L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCL	29.508	30.29	37.422	43.172	32.257	38.366	33.985	63.95	49.73	82.108	56.602	113.452	50.939	26.471	42.927	51.868	46.894	35.878	25.143	66.811	36.263	19.893	17.385	53.849	17.918	33.881	45.072	20.169	30.074	42.647	28.868	39.727	29.323	61.641	29.783	16.545	57.935	43.788	55.866	33.194	28.584	30.842	18.197	38.067	35.707	45.238	35.809	100.575	65.646	38.978	54.821	54.521	35.698	19.486	33.8	61.409	52.743	27.606	31.076	72.232	42.224	64.523	11.821	35.158	48.156	33.96	40.614	21.221	32.164	30.876	38.532	49.813	27.326	35.093	27.104	41.497	47.84	8.39	23.349	22.728	33.25	33.215	40.001	14.39	26.552	54.37	15.402	38.202	28.033	34.789	49.466	43.125	32.158	35.221	35.935	26.632	32.551	45.504	17.167	29.908	19.084	38.694	47.871	30.19	43.44	28.577	42.988	26.001	38.864	53.651	55.754	52.646
RPL35	1765.691	1190.74	2644.079	3296.134	2186.414	2641.765	2187.921	1619.47	2446.251	2689.323	2391.131	3097.909	2250.589	946.706	1924.06	3476.243	3102.651	2113.035	1544.26	2600.58	2389.175	2309.615	1514.751	2815.373	1272.77	3055.655	2001.363	1058.273	2262.082	2237.679	1776.481	2492.788	3297.004	3354.604	2366.402	1610.393	2521.379	2688.423	2325.701	1955.588	1289.062	3026.551	1420.766	3023.675	2684.788	3059.315	1848.392	2983.554	2722.24	3552.586	3367.53	3308.275	3197.062	1925.824	3006.124	1269.138	1920.377	2081.594	2077.067	3060.269	1899.944	3344.661	829.959	2131.253	1872.773	2193.973	4089.373	1342.498	1369.631	1921.062	2719.715	3545.316	2021.526	2457.055	2766.076	2887.003	3161.72	876.514	2101.556	1234.252	1577.953	2282.227	2245.551	636.629	1756.525	2463.283	841.032	2198.535	2513.32	1480.368	2655.552	2709.461	1412.01	2296.445	2065.386	1415.166	2580.559	3124.772	490.658	1961.727	1457.18	1259.15	1529.019	1398.269	2604.009	1133.431	3176.23	1489.002	3728.471	3304.248	3256.031	4101.308
CTSV	0.643	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564	0	0	0	0.281	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.278	1.136	0	0	0	0	0	0	0	0	0	0	0	0.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185	0	0	0	0	0	0	0.356	0	0	0	0.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	1.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902	3.013
LMX1B	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131	0	0	0.084	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0
ARPC5L	26.142	12.002	38.015	66.233	31.96	76.923	54.976	25.025	69.513	63.367	78.64	82.145	42.172	23.668	57.232	69.481	18.614	33.307	22.831	70.932	29.13	14.842	30.31	59.812	25.88	68.061	30.046	20.562	41.863	41.233	31.087	60.887	50.12	74.261	28.271	40.162	58.429	33.181	57.179	28.26	25.873	30.815	29.869	87.723	57.119	102.52	38.181	127.31	52.007	61.867	51.266	83.017	91.774	47.297	33.09	35.058	62.996	45.123	47.228	40.496	39.676	77.754	14.722	31.045	57.695	40.661	51.353	33.155	30.513	62.167	64.863	42.623	52.171	51.625	16.988	46.092	39.126	16.904	32.311	30.123	25.049	31.131	60.276	8.913	21.769	25.573	21.123	41.504	28.955	28.903	22.477	52.531	31.195	43.967	45.019	9.854	38.545	78.867	11.994	34.136	28.189	18.594	26.617	33.906	74.537	24.485	40.648	15.866	71.36	50.03	40.549	69.765
ENPP2	1.907	0.991	3.528	4.603	0	1.988	1.71	1.57	1.653	0	1.103	2.058	1.573	0	6.22	0.036	0.578	0.763	1.078	3.491	2.575	0	3.867	1.883	1.479	0.995	2.645	0.4	0.378	3.409	1.805	0.738	0	1.423	1.238	0.119	1.247	0.347	1.258	0.519	0	5.166	4.359	1.161	4.196	0	2.611	0	1.093	0.86	0.333	1.63	6.473	2.948	0.314	0.058	0	3.228	3.344	0	1.282	4.931	1.58	2.016	7.045	2.488	3.508	0	0.619	1.491	3.018	2.149	7.92	1.71	2.651	0	3.905	1.046	1.833	1.469	0.192	1.706	1.069	0.974	0.443	2.801	0.966	1.467	0.386	0.917	0.311	4.141	0	6.835	2.167	1.448	0.935	0.402	0.413	1.586	0	3.258	0.721	0.721	2.964	1.144	8.404	0	3.046	1.244	1.29	1.533
DSCC1	6.381	12.804	53.817	5.235	0	5.391	0	0.748	0	0	0	0	19.947	0.274	10.38	1.195	0	16.9	1.267	3.159	1.377	0	24.35	3.853	2.336	8.707	5.342	5.373	7.037	6.937	5.786	3.815	0	12.314	5.281	15.387	0.733	0.128	5.253	5.369	0	8.654	3.971	0	0	4.041	0	0	10.241	5.957	8.608	10.734	0	1.155	0.973	3.521	6.625	9.307	17.621	0	10.607	3.314	14.875	0	10.748	5.441	6.193	4.998	10.979	5.539	6.196	9.556	10.237	7.513	5.14	26.925	5.679	0	10.857	6.479	9.926	2.321	5.181	6.867	6.306	3.528	2.044	10.34	7.262	12.045	7.626	7.786	1.315	14.194	1.093	2.059	8.059	13.494	1.984	15.905	1.794	3.24	0	6.794	9.216	3.786	5.806	6.706	7.45	6.26	1.319	15.232
DERL1	9.916	4.142	18.911	14.405	10.42	13.364	17.8	7.145	7.751	17.081	5.896	13.404	17.584	9.955	14.29	20.517	18.674	8.387	11.64	8.875	13.248	6.292	13.097	6.785	5.231	9.675	14.847	8.736	8.839	6.203	7.959	15.552	17.642	8.994	8.471	10.69	21.062	10.131	10.483	6.118	7.671	6.402	7.772	7.172	13.493	8.74	14.546	18.505	12.884	15.002	14.555	13.182	13.054	12.736	9.001	8.042	15.525	16.398	12.955	17.662	8.164	11.245	8.578	10.484	14.597	22.912	8.212	5.389	8.577	15.227	15.184	3.839	10.605	8.204	4.96	10.183	10.979	9.364	9.071	13.632	13.409	8.362	21.269	8.92	9.974	4.642	6.261	8.616	9.894	10.38	15.443	6.44	12.572	8.945	5.524	8.808	16.985	13.832	7.125	16.17	12.345	4.668	8.733	12.144	12.531	7.09	9.294	8.936	10.768	16.205	10.522	10.685
MYC	43.019	28.876	205.706	78.436	72.867	54.15	26.098	55.205	83.702	76.226	53.946	51.919	26.877	35.351	35.306	36.287	38.663	54.236	31.42	81.803	63.91	48.863	61.361	63.33	31.317	114.141	40.406	16.49	48.662	41.795	36.91	43.314	40.821	76.292	68.155	32.03	37.494	70.379	42.202	34.693	30.166	57.641	33.045	107.694	78.784	49.314	30.687	63.971	66.925	65.168	55.995	59.449	64.952	51.687	48.947	35.48	29.091	62.353	35.471	44.772	54.054	43.118	18.215	56.849	47.909	76.802	52.182	32.947	37.3	62.04	47.771	61.295	45.404	69.001	62.234	35.283	69.322	19.552	19.862	29.066	48.857	38.858	67.864	17.076	62.648	71.993	16.743	49.478	60.77	25.006	63.825	27.978	32.581	47.111	33.773	48.549	58.25	48.618	14.958	46.021	47.696	38.328	65.553	33.507	67.127	34.586	46.216	35.809	101.483	97.968	86.926	84.664
NOV	0.565	2.494	0	0	0	1.343	0	0	0	0	0	0	0	0	0	5.462	0	4.389	0	0	1.565	0	8.237	0	2.482	0	0	0.805	1.904	1.095	0	0.844	1.658	0	0.935	0	0	0	0	0	0	0	0	0	0	3.111	0	0	0	0	0	0	0	0	0	0	37.096	0	0	0	0.323	2.482	0	3.739	2.617	0	0	0	0	3.283	0	1.298	0	0	9.594	0	4.096	0	0	0	1.208	0	0	0	3.163	26.4	0.221	2.182	0	1.346	0	5.957	0	1.128	5.854	3.281	0	0	0	0.242	0	0	0	0	0	0.346	0	1.122	0	0	0	1.06
IL33	27.618	53.483	74.448	31.991	45.777	16.351	17.431	11.279	17.708	64.516	24.384	34.561	81.823	10.287	74.261	11.036	57.919	55.894	46.823	50.01	49.959	25.486	72.605	83.416	62.03	74.105	68.226	11.079	67.574	47.859	57.05	33.576	9.786	157.783	39.057	26.102	28.844	57.645	83.771	25.024	22.264	111.396	35.123	21.536	61.02	21.13	32.5	51.537	77.141	37.494	18.046	36.775	38.291	105.161	36.462	24.219	146.777	66.51	40.971	20.522	57.028	40.186	36.409	58.37	65.699	65.113	66.546	31.994	69.553	28.135	146.166	128.386	153.399	38.901	64.782	64.945	80.445	7.937	64.763	64.176	34.152	51.264	45.607	15.02	29.662	34.471	10.721	97.91	52.302	37.605	169.897	46.837	51.577	94.803	82.865	24.866	26.009	53.676	26.499	95.85	41.95	80.569	12.3	25.902	60.594	17.894	61.144	61.458	21	10.923	28.303	57.025
DMAC1	9.815	3.555	21.527	17.344	20.72	17.512	16.001	5.281	5.769	26.772	1.314	35.574	40.161	5.221	8.829	9.893	27.801	16.374	14.726	29.561	24.895	9.212	6.449	32.731	7.555	18.028	17.243	5.917	21.541	10.086	31.902	26.027	24.85	14.986	22.633	21.895	23.013	18.24	39.069	3.727	19.83	42.365	14.247	45.835	25.763	37.915	7.977	36.452	18.001	11.881	28.604	23.87	8.738	15.832	25.185	7.67	53.89	10.86	19.328	32.393	12.655	23.004	7.086	15.704	17.875	6.653	48.553	17.635	16.076	20.478	46.194	20.631	21.398	21.858	8.548	15.295	17.154	12.713	29.289	12.599	11.196	20.543	13.188	3.575	11.937	12.889	4.926	19.738	42.504	8.738	19.502	11.34	18.896	26.893	19.085	14.456	33.796	12.158	5.694	23.611	4.115	7.533	9.296	9.94	18.305	8.11	11.863	3.455	29.383	22.331	18.037	16.858
RANBP6	32.946	9.6	24.66	16.129	24.101	19.153	20.213	23.594	24.168	16.064	18.168	16.887	8.8	15.38	15.605	11.541	14.427	12.638	14.1	20.632	28.16	20.921	5.386	27.301	15.802	38.213	21.604	8.098	16.765	18.423	19.823	15.56	10.024	25.705	24.541	20.275	15.314	43.319	26.569	13.265	20.882	25.365	12.739	13.24	21.905	6.939	5.09	24.019	11.583	13.988	10.267	13.638	20.685	22.695	23.302	6.808	3.998	15.858	37.579	54.762	20.521	9.267	6.295	27.101	7.461	8.569	5.151	14.95	7.145	33.512	61.91	18.68	24.446	22.717	19.707	9.022	15.768	10.883	11.885	10.405	13.953	20.435	34.04	8.451	13.566	29.951	5.675	22.415	19.33	10.879	13.222	8.607	11.788	20.566	17.226	26.262	25.479	23.434	5.114	18.914	7.717	9.347	9.524	12.559	12.36	11.626	13.137	15.89	18.657	20.84	20.354	12.006
POLR1E	12.623	9.022	33.082	36.331	8.367	38.061	52.969	35.963	44.88	35.398	26.776	27.08	11.84	18.99	12.443	73.84	15.569	16.344	21.262	48.63	41.387	25.146	17.264	38.67	11.664	40.395	28.122	13.276	40.715	41.383	28.236	18.866	44.275	27.011	13.764	31.569	28.546	26.3	47.826	42.976	14.873	23.692	24.576	36.908	58.13	56.381	26.169	26.274	18.113	55.925	39.87	31.144	27.617	31.353	59.988	13.197	45.48	29.929	26.184	42.386	31.257	63.927	0.604	19.892	12.994	23.066	32.774	29.693	23.94	13.725	91.074	45.594	41.466	46.941	49.048	37.937	33.127	18.92	11.046	22.224	14.142	23.572	27.562	8.302	16.434	13.084	13.884	25.537	34.086	11.663	36.045	43.798	23.021	24.163	29.163	11.251	40.223	40.335	5.535	22.662	17.4	12.891	8.688	9.662	26.233	15.694	7.472	22.367	57.285	41.355	66.472	56.049
PLAA	25.035	20.723	45.764	40.055	37.258	27.052	60.39	24.657	32.486	33.44	25.429	40.227	20.791	20.659	35.135	28.125	33.765	23.4	20.225	49.784	29.224	67.212	25.443	28.885	26.353	31.813	31.703	15.83	24.783	29.738	26.28	20.766	44.515	49.09	29.699	23.242	36.206	26.485	36.977	24.402	20.013	33.488	18.295	63.15	17.969	28.086	25.365	20.917	37.863	28.397	35.013	44.611	22.425	32.895	35.168	28.655	86.894	27.528	21.883	22.242	24.499	42.221	12.431	17.901	21.422	33.091	21.239	27.502	25.174	17.41	20.056	30.211	36.273	27.896	43.329	40.546	40.166	1.338	22.151	23.02	27.443	35.439	37.364	19.265	18.555	25.644	13.966	31.982	24.583	16.192	34.861	57.68	17.11	42.428	37.442	27.873	22.245	76.157	9.221	35.461	23.58	23.769	9.737	15.307	43.907	20.426	59.662	25.211	50.605	43.53	54.191	60.289
IL11RA	7.071	0.936	2.557	1.644	6.91	0.611	0	6.769	0	0.672	1.249	0	0.236	1.334	0	0	5.362	2.403	0	4.675	0	0.396	0	1.854	0	1.206	1.302	0	0.715	1.485	0.682	0	1.887	0	1.073	0.563	0	3.906	1.525	2.536	0	0	2.878	0	5.476	3.379	0	0	0.054	0.054	10.282	1.696	0	0.704	1.977	0	0	0	2.229	0	0.404	0.932	0	0	0.364	8.14	0.944	0.203	0.139	0	0	1.896	0	0	0.392	0	0.128	0	0.361	0	0.907	2.263	0	0.14	0	0	0.969	0.105	0.694	0.842	0	6.355	2.316	1.236	4.08	3.879	0	0.316	0.279	0	0	1.422	2.2	3.247	0.541	0	0	1.341	1.651	0	0.709	0
UBAP2	170.756	129.112	91.843	116.616	106.702	138.791	131.661	132.729	146.641	122.038	141.739	113.745	79.271	139.383	94.978	108.378	75.298	90.092	101.824	85.994	106.614	118.906	116.475	97.333	81.259	100.157	125.546	119.786	145.847	94.621	102.15	101.827	101.236	80.707	103.905	74.483	84.15	91.176	84.491	73.592	98.856	74.973	174.632	104.588	118.484	137.715	164.988	125.201	98.346	106.873	92.217	91.831	91.288	93.125	125.517	151.581	96.109	97.93	89.56	135.427	104.321	98.848	67.702	104.251	141.381	74.141	107.502	99.961	64.867	136.473	86	117.379	70.994	96.137	161.056	114.897	107.533	90.556	134.556	101.354	135.872	112.707	95.334	85.172	77.978	81.876	120.56	84.185	94.657	126.466	104.541	139.787	90.241	83.993	88.403	143.522	126.909	130.101	113.934	76.384	119.039	81.501	144.024	148.427	91.85	154.921	88.48	98.055	76.673	95.582	101.182	110.746
APTX	9.963	5.102	16.167	13.951	16.287	25.578	15.78	16.36	16.508	34.508	11.508	7.794	15.433	6.765	14.821	15.539	28.627	18.189	5.917	15.035	20.342	0.893	22.715	30.096	8.025	22.703	23.488	5.253	14.101	20.094	13.335	11.435	26.695	13.184	14.292	17.97	20.737	21.399	16.756	15.03	8.495	30.24	15.335	23.438	17.312	56.553	1.199	13.604	25.412	19.913	13.305	25.182	23.511	18.089	7.798	15.286	4.267	16.535	23.069	16.281	18.901	35.727	10.219	17.332	28.92	7.986	22.336	14.65	14.614	20.515	4.729	23.969	14.065	16.547	21.482	26.881	16.76	6.659	10.171	11.357	9.717	7.495	8.543	7.234	10.501	27.043	3.588	16.93	27.001	11.666	29.136	31.997	6.426	15.721	15.111	14.018	5.813	10.875	4.508	10.67	5.195	11.039	16.96	21.597	25.172	14.631	24.124	4.103	9.073	11.708	23.979	24.826
RNF38	66.05	54.192	65.76	68.49	45.972	54.067	68.738	32.652	78.746	74.498	61.101	89.89	49.852	44.544	75.348	51.042	55.02	39.537	62.521	61.237	62.007	81.227	61.849	58.314	55.211	57.988	62.257	50.127	83.562	56.851	38.229	45.001	72.348	62.529	59.519	60.749	86.998	81.486	53.361	53.505	37.458	67.918	36.819	73.19	92.976	63.245	48.959	79.271	55.971	66.288	62.712	81.601	95.012	95.696	71.106	45.4	114.136	43.959	69.089	52.315	50.747	84.325	43.293	83.036	46.088	39.438	72.037	67.966	49.375	101.518	123.788	52.963	66.893	68.315	79.747	44.77	71.354	64.144	47.717	57.318	48.301	73.336	104.228	47.86	63.043	55.121	40.736	59.125	59.665	51.919	80.963	48.407	48.967	60.071	59.212	55.095	53.884	72.686	34.689	64.077	49.955	66.99	54.174	52.029	65.357	53.589	77.041	52.879	73.349	52.176	82.237	75.604
TLN1	769.054	478.639	779.076	402.221	802.639	760.828	1438.978	1899.637	1635.879	936.753	1695.162	657.036	511.013	528.348	1215.575	656.92	1065.844	504.394	1399.103	616.737	559.656	1142.371	1021.571	539.452	1683.949	647.802	1146.091	1918.887	930.004	556.094	1316.763	741.91	295.709	698.983	580.691	2564.089	867.707	578.345	446.844	1683.247	1667.664	708.568	1695.195	707.595	545.833	825.843	1207.798	968.042	898.003	760.522	513.751	899.442	742.875	1504.631	402.034	1842.625	716.999	1113.673	1453.974	334.623	1124.969	434.588	4214.191	1481.497	1015.951	494.036	371.059	1279.105	1878.228	592.846	925.523	534.418	1431.334	1286.491	592.414	561.513	1144.528	2823.465	959.447	1627.273	536.227	1221.316	602.175	3291.294	2597.888	850.491	3746.296	1578.083	550.746	2352.402	487.952	436.471	2306.727	841.238	625.373	667.999	1082.542	963.466	3070.934	1489.775	1877.842	1956.682	2087.172	435.77	484.215	1202.298	728.762	2320.702	610.564	796.036	710.182	542.85
CCL21	10.622	7.214	25.182	24.581	32.426	24.014	13.064	0	23.814	6.985	15.061	0	47.465	10.017	19.493	40.926	0	3.967	43.53	18.433	18.752	50.662	0	0	4.786	0.557	12.642	6.986	1.101	11.62	9.99	0	3.489	0	10.369	7.802	1.238	15.528	1.409	0	0	18.962	34.465	29.03	36.113	41.033	21.966	0	15.668	40.577	3.637	0	6.186	16.266	35.632	15.406	25.662	13.561	19.669	0	23.345	66.788	0	6.953	10.093	11.845	38.008	2.816	3.866	4.071	0	33.18	7.209	23.655	55.509	13.642	31.994	0	12.234	0.629	6.291	37.927	0	0	8.074	0	6.397	3.398	7.622	15.576	30.905	10.183	7.823	2.856	3.849	4.746	7.946	16.448	9.458	11.902	2.167	4.746	0	28.895	44.104	1.333	39.57	8.855	3.339	12.982	12.237	0
SIT1	9.672	6.53	4.294	33.609	16.176	10.574	15.019	1.047	50.304	29.902	29.538	40.519	9.877	2.683	5.589	19.479	55.197	13.26	23.851	27.882	3.602	5.1	24.133	35.805	6.666	31.829	24.312	10.944	19.939	12.504	20.136	7.823	1.822	13.489	17.579	5.735	30.755	13.829	12.022	10.268	20.358	38.143	3.158	19.822	21.922	24.701	7.305	27.228	23.724	47.439	18.404	17.936	41.735	16.763	38.807	6.613	3.249	15.738	14.348	30.566	26.009	48.505	2.861	32.276	1.757	59.189	46.423	5.229	7.628	12.282	21.156	17.436	23.274	16.471	23.947	24.318	11.964	9.728	13.553	0	19.47	32.328	32.863	1.347	12.369	3.278	8.909	12.17	7.542	13.944	32.542	9.818	6.594	22.729	14.471	8.813	20.55	20.106	2.095	10.237	7.794	0.254	47.284	14.11	22.433	10.908	23.695	10.277	23.913	32.747	37.734	28.507
IFNA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB5	0.641	0	2.66	1.823	0.911	0.277	0	0.802	2.266	2.394	1.614	1.072	0	0.121	4.586	0	0.22	1.618	0.336	7.377	1.724	0.287	7.588	2.509	1.783	9.531	1.983	0.091	1.123	4.225	2.639	3.754	3.489	0	4.738	2.923	11.46	6.004	2.874	0	0.098	3.305	0.569	2.299	0	5.813	3.445	0	0.663	2.082	0.989	3.654	7.293	3.164	3.224	0.463	0	1.843	0	6.168	0.586	0.788	0	1.575	0	10.601	4.984	3.828	1.92	10.216	0	2.749	0.103	0.098	2.744	7.703	0.465	1.195	0.174	1.974	4.715	4.41	0.916	1.922	2.111	9.189	1.204	2.589	3.146	0.96	2.483	3.072	0.258	2.816	2.173	4.549	0.475	1.319	0.472	4.887	0	2.92	0	1.001	0.834	1.412	0.041	2.732	2.17	5.724	0.514	0.446
SPAG8	0	0	0	1.517	0	1.319	0	0	0	0	0	0	4.445	0	0	0	0	0	0	3.884	0	0	0.245	0	0	0	0	0	0	0	0	3.814	0	0	0.153	1.177	0	0	0	0	0	1.328	0	0	0	0	0	0	0.929	0	0	0	0	0	0	1.576	0	0	0	0	0	0	0	0	0	1.656	0	0	2.406	0	0	0	0	1.268	0.205	0	0	1.725	0	0	1.424	0	0	0	0	7.28	0	1.154	0	1.888	0	0	0	0.97	0	2.148	0.385	0	0	0	0	0	10.356	0	0	0.453	3.403	0	0	0	0	0
DCTN3	6.863	5.882	11.681	34.34	12.435	16.577	16.287	20.662	9.916	33.746	12.961	25.268	26.553	6.473	5.524	6.335	24.264	7.057	7.934	23.712	10.384	15.683	14.985	21.032	8.13	18.868	7.139	5.178	10.748	9.395	4.027	21.843	16.377	10.908	25.172	16.706	22.233	15.434	11.317	4.204	9.452	14.872	9.411	9.888	47.661	32.637	6.561	21.962	26.052	12.315	5.452	21.472	18.444	13.182	9.255	18.51	6.34	5.361	3.934	5.649	5.998	18.985	5.481	8.207	4.364	12.911	15.548	8.348	13.691	9.554	19.485	8.816	4.696	5.075	13.118	4.314	14.199	7.844	7.556	11.506	3.799	9.855	37.144	3.983	7.979	0.646	5.532	15.473	23.489	12.094	3.352	17.321	6.409	12.701	11.696	9.511	15.518	12.552	3.186	12.453	12.936	13.529	10.293	5.655	25.038	8.647	21.116	4.303	15.497	16.279	44.646	27.693
CD72	6.243	13.584	18.652	34.271	21.527	99.841	30.757	43.264	26.359	6.142	19.522	41.263	16.823	8.621	12.517	29.122	54.368	21.869	17.916	51.862	30.704	20.654	13.99	18.554	12.082	90.21	17.742	27.165	38.32	43.385	42.47	37.056	21.422	59.749	32.233	12.893	23.093	14.88	26.635	17.128	13.92	27.186	40.096	27.381	24.679	18.349	16.82	14.157	24.093	75.256	68.222	29.279	39.115	20.597	26.428	18.257	41.38	13.816	37.828	14.974	58.101	82.506	9.866	22.768	21.116	22.246	41.488	34.58	27.607	36.287	27.168	75.168	43.997	30.238	13.995	30.974	41.391	16.289	12.747	16.487	32.047	36.046	62.803	15.838	13.22	29.691	10.998	34.711	31.856	27.628	28.695	12.398	10.337	42.867	21.11	11.944	44.502	33.514	5.162	18.818	14.584	6.475	11.727	17.409	29.278	10.005	40.529	24.729	56.687	54.944	50.208	44.27
