Gene.symbol	CRC01	CRC02	CRC03	CRC04	CRC05	CRC06	CRC07	CRC08	CRC09	CRC10	CRC11	CRC12	CRC13	CRC14	CRC15	CRC16	CRC17	CRC18	CRC19	CRC20	CRC21	CRC22	CRC23	CRC24	CRC25	CRC26	CRC27	CRC28	CRC29	CRC30	CRC31	CRC32	CRC33	CRC34	CRC35
ZNF195	6.48	6.09	0.9	3.43	1.802	2.048	2.696	4.328	0.597	3.582	5.273	1.107	2.323	5.774	9.092	7.279	17.088	2.328	4.007	3.737	3.089	5.677	3.722	1.875	3.052	10.248	2.555	0.561	4.732	1.025	3	0.701	0.937	4.767	6.907
MYCBP2	85.352	61.095	62.164	70.276	63.368	69.575	82.794	66.873	92.813	105.772	59.396	103.832	69.299	71.91	114.509	58.289	69.717	71.311	66.55	70.665	66.849	61.503	65.996	49.042	55.525	80.436	74.456	63.896	66.124	72.439	53.89	82.374	61.811	64.681	64.625
FBXL3	63.874	51.481	32.196	21.827	31.205	47.723	46.452	54.934	78.757	16.973	29.302	84.281	85.584	57.6	64.742	49.314	96.009	22.995	54.589	61.009	41.866	59.089	51.013	43.604	49.783	17.279	65.264	55.06	52.162	37.283	31.002	69.984	37.814	41.186	68.754
ITGAL	170.225	135.165	25.15	33.99	25.393	45.906	62.272	107.125	195.614	82.519	129.738	141.814	123.218	113.225	122.605	93.038	145.578	93.977	247.752	87.8	62.135	97.137	119.436	97.569	29.418	98.487	174.944	130.237	130.328	23.666	39.352	19.744	73.937	92.508	43.241
PDK2	12.91	15.986	9.04	6.656	6.877	10.404	9.354	17.753	20.953	17.608	19.001	27.403	14.349	12.158	19.513	12.408	1.495	5.722	3.162	14.851	16.74	9.512	1.7	27.142	9.405	6.747	11.928	17.806	26.398	17.309	7.843	6.994	10.546	11.203	2.066
ITGA3	2.104	0.192	0.023	0.132	0.198	0.175	0	0.054	0.138	0	0.704	0	0.84	0.65	2.691	0.217	3.56	0.295	0.408	1.097	0.722	0.338	0	4.804	0.115	0	0	2.456	0.105	2.216	0	0.559	3.061	1.709	0
ZFX	21.316	29.208	6.227	5.24	6.006	14.488	23.06	32.966	49.585	6.614	14.856	43.364	57.936	30.093	49.144	28.429	16.499	17.914	14.634	39.88	11.284	51.526	47.257	39.765	25.107	90.585	33.437	44.699	18.452	16.759	12.224	20.503	15.95	13.281	59.25
LAMP2	21.809	15.374	29.334	36.374	24.05	21.878	31.269	14.892	13.882	17.189	24.573	36.698	2.11	30.902	13.539	25.254	14.352	37.765	41.928	8.106	16.936	15.126	12.55	15.891	28.802	28.533	7.004	0.158	3.435	32.061	11.46	30.227	10.99	12.88	1.171
ITGA2B	206.978	230.866	2324.553	2045.053	2081.836	1573.403	2435.573	297.2	26.136	382.649	271.12	121.231	19.976	154.697	215.307	928.797	517.481	521.594	78.242	104.119	632.731	226.558	52.541	56.462	1608.637	7.389	120.647	298.014	63.683	3050.726	418.512	1197.386	500.619	221.998	116.275
ASB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDE1	48.927	50.509	68.287	65.293	52.385	79.139	58.747	46.108	75.517	47.795	70.445	66.861	27.233	51.929	34.265	65.611	18.318	84.791	29.162	63.817	73.136	65.715	37.864	59.003	51.123	76.89	65.553	10.009	54.49	57.074	62.07	53.533	62.465	67.631	101.104
REX1BD	15.224	11.442	3.127	7.654	3.132	8.714	13.664	28.088	31.401	16.189	13.26	37.02	33.243	21.737	10.104	13.173	7.139	24.269	21.203	10.026	16.18	7.04	16.593	9.172	9.825	13.068	21.041	49.868	21.771	13.398	13.716	6.229	14.764	8.697	33.601
CRLF1	1.475	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379	0	0	0	0	0
OSBPL7	2.327	2.409	0	1.794	0.492	1.787	3.214	0.699	1.167	0	3.706	10.236	0.626	4.66	0.474	3.809	1.529	0.257	1.46	4.051	0.718	0	2.669	0	1.947	7.162	0.544	0	1.874	1.217	0.985	0.694	1.781	1.911	1.969
TMEM98	0	0.181	0.086	0.178	0	0	0.366	0	0	0.838	0	0	0	0	0	0.683	0	1.674	0	0	0.455	0	0	0.724	0.218	0	0	0	0	0.22	0	0	2.257	1.076	0
YBX2	0	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317	0	0
KRT33A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	14.811	9.295	6.745	3.153	6.182	11.636	18.343	9.404	23.64	5.036	7.892	39.079	17.59	26.262	26.783	15.228	12.798	18.145	27.658	14.781	16.452	29.856	30.046	33.212	7.936	16.158	54.323	36.848	8.693	4.348	8.311	6.944	14.548	11.099	31.324
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132A	0.013	0.022	0	0.025	0.089	0.168	0	0.146	0	0	1.002	0.034	0	0.034	0	0.032	0	0	0	0	0	0.114	0.151	0	0	0	0	0	0	0	0	0	0	0.192	0
AP2B1	121.579	102.037	108.925	170.155	117.931	148.639	136.743	89.45	136.413	90.934	56.524	153.151	126.897	98.361	165.241	120.355	145.647	85.126	71.97	165.008	108.322	116.057	130.281	156.675	135.589	133.287	131.399	178.528	174.945	154.95	92.787	147.254	99.429	113.494	111.511
TAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF263	7.29	12.526	4.229	2.414	2.667	6.59	8.1	9.129	22.677	9.828	11.764	17.294	5.761	16.58	3.177	10.54	18.728	7.365	20.04	18.981	5.888	11.201	35.206	28.824	6.989	9.197	9.648	17.581	48.906	5.925	6.256	3.417	8.218	5.225	40.063
CX3CL1	7.847	1.965	0.15	0.431	0.036	0.286	0	5.018	0.717	0	0.577	8.463	2.904	3.44	0.08	1.816	0.353	0.645	0.267	0.984	0.613	6.916	5.269	0.435	0.126	8.485	0.707	1.975	9.347	0.287	0.309	0	2.201	0.467	0.811
SPATA20	4.117	3.319	1.806	1.588	0.04	6.466	3.869	6.022	4.228	0	3.126	4.354	10.067	1.285	6.111	7.079	13.77	3.21	2.548	8.105	1.228	11.94	1.849	0.812	3.384	23.748	3.535	9.676	7.595	3.748	2.079	0.855	8.089	8.106	0
CACNA1G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF12A	0.105	0	0	0	0.35	0	0	0	0	0	0	0	0.742	0.53	0	0.511	8.44	0	2.597	0	0.142	0	0	0	1.629	0	0	0	0	0	0	0	0	0.755	12.255
DLX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K9	0	1.658	0.398	0.327	0.8	0.869	0.901	1.668	1.585	0.263	1.208	0.533	1.606	1.029	0.136	0.153	0	0.838	1.227	0.661	1.291	0.824	1.306	0	0.911	0.109	0.998	0.177	0	0.277	0.933	1.621	0	0.113	0.131
RALA	46.169	32.461	12.541	13.271	10.461	19.031	16.126	40.668	46.665	35.585	25.276	104.19	80.848	41.713	37.033	56.956	70.905	32.782	39.429	36.736	26.68	58.332	27.149	90.72	19.301	47.424	68.425	37.017	83.995	33.995	16.9	8.966	42.723	35.794	45.021
BAIAP2L1	0.061	1.307	0.047	0	0.09	0.051	1.88	0.037	0.941	0	5.117	2.906	1.954	2.451	0	1.673	2.535	0.704	3.723	0	0	0	0	0	0.627	5.395	0.949	0.182	3.636	0	0.771	0.19	0.152	0.291	0
KDM7A	29.585	40.69	23.443	31.162	29.283	42.38	52.555	27.604	46.968	45.225	33.741	55.851	83.379	62.172	57.903	46.951	36.865	47.126	33.335	71.55	37.613	71.582	59.88	86.079	57.976	78.966	61.914	51.282	45.322	47.273	22.842	41.04	44.692	41.735	90.06
ETV1	0	0.571	0.187	0	0	0.178	0.099	0	0	0	0	0	0	0.178	0.449	0.025	0	0	0.776	0.027	0.191	0	0	0	0	0	0.034	0.637	0	0	0.673	0	0	0.145	4.037
AGK	8.831	6.38	2.287	3.45	3.535	6.398	3.411	10.544	18.178	2.781	8.268	11.567	3.37	9.154	9.96	8.472	8.774	4.608	12.211	9.848	5.882	6.036	10.674	9.802	3.733	10.504	12.997	22.884	22.69	2.225	3.514	1.692	8.48	2.847	5.849
ALDH3B1	14.142	13.413	5.448	5.895	6.046	8.163	6.233	12.979	27.14	8.923	6.571	16.909	21.29	23.738	19.109	17.284	3.591	15.111	13.037	10.739	9.891	33.556	25.897	22.365	8.461	17.606	10.456	44.517	42.201	7.763	8.65	2.617	10.822	13.901	18.31
TTC22	5.835	3.081	1.407	1.339	0.071	2.102	2.234	7.087	9.018	6.426	2.756	6.828	6.608	3.803	4.158	0.546	4.366	3.227	7.75	5.242	1.818	1.139	0.272	2.004	1.802	0.444	0	0.723	9.49	0.566	0	0.603	4.35	0	17.633
PHTF2	25.034	16.642	35.889	62.862	50.772	37.703	43.649	23.203	8.534	19.232	19.277	34.404	11.265	15.897	16.253	18.954	20.302	18.333	21.956	16.668	29.987	23.227	22.066	22.352	38.036	32.273	22.196	22.373	6.528	39.397	27.426	37.688	24.457	16.626	13.845
CCL26	27.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARP2	14.574	7.33	6.269	5.279	5.574	6.962	8.003	12.975	18.535	13	11.258	17.21	7.075	11.899	8.169	8.487	7.337	9.508	14.207	2.841	10.677	18.297	3.157	9.079	4.986	17.82	20.446	22.075	24.634	3.807	7.376	3.8	4.214	8.327	32.885
USH1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.385	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	0	0	0	0
GGCT	3.334	15.9	2.667	7.845	2.697	7.356	6.539	7.188	27.692	10.616	0.841	13.939	2.863	22.091	16.217	22.918	5.959	8.007	11.186	18.272	3.283	3.455	0	13.024	4.948	13.052	19.349	80.567	10.602	7.157	13.893	0	11.454	15.73	0
DBF4	43.046	27.874	7.534	9.166	3.243	13.937	9.995	19.343	39.09	15.841	14.48	7.419	20.803	25.339	17.058	13.293	15.574	12.529	24.434	18.71	25.111	7.644	15.67	6.933	13.711	6.309	30.589	0	10.859	9.852	6.556	10.556	13.57	19.489	53.298
TBXA2R	61.727	30.024	78.829	47.495	81.515	72.902	106.142	78.023	0	80.704	73.544	2.715	2.701	30.263	25.757	54.785	30.383	62.021	34.079	25.569	52.092	9.383	19.236	15.1	43.11	8.305	20.03	48.104	24.432	84.919	61.895	95.426	26.459	75.451	31.276
IFRD1	59.42	74.678	83.077	84.85	108.631	66.991	58.918	32.824	12.202	35.062	47.378	14.797	14.196	41.253	13.096	39.603	24.004	43.748	42.864	29.633	45.646	26.631	14.933	8.139	65.365	7.811	9.468	4.383	5.001	84.632	47.772	112.251	63.115	35.966	26.353
LGALS14	0	0	0	0.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX10	10.406	18.481	4.877	6.796	4.618	4.784	6.51	4.677	6.331	1.713	22.613	15.038	21.335	16.915	3.553	3.499	12.251	10.344	16.559	40.509	3.471	11.392	41.566	0.364	9.846	30.736	12.202	0	39.629	11.531	7.286	6.043	16.608	9.679	59.668
GTF2IRD1	3.099	0	0	0.17	0.066	0	0.365	0	0	0.435	0	0	0.387	0.302	0.812	1.49	0	0	0	0	0.081	0.934	1.097	0.978	0.174	8.537	2.703	1.28	0.79	0.088	0	0	0	0	0
PAF1	51.739	56.811	18.235	22.995	24.3	30.821	48.485	80.951	63.596	46.275	40.112	101.223	132.398	89.166	104.531	77	169.337	49.826	72.851	68.308	42.349	57.797	59.795	113.144	38.078	86.945	53.519	41.336	118.075	34.488	30.319	22.237	74.046	49.693	160.068
VPS41	45.156	55.617	77.628	63.2	72.783	72.218	66.542	48.535	81.303	49.709	57.825	66.353	43.552	61.807	49.245	70.771	59.135	47.256	38.245	44.46	61.093	31.472	46.171	53.582	69.359	52.275	56.705	39.046	49.196	75.46	53.979	58.034	55.62	47.945	28.202
ARHGAP44	0.052	0	0.097	0	0	0.132	0	0.019	0	0	0	0	0	0.238	2.61	0.916	0	0.364	0	1.875	0.113	0.743	0	0	0.203	3.188	0	0	0	0.062	0.1	0	0	0.601	0
ELAC2	3.585	8.622	6.148	2.526	3.429	6.943	10.773	18.954	18.989	7.297	8.01	21.282	18.449	12.974	11.187	8.522	20.749	14.943	9.623	13.837	7.354	21.521	9.677	17.847	8.895	24.055	28.502	3.242	13.019	7.116	7.066	4.747	8.879	7.918	16.827
SCIN	0.008	0	0.039	0.444	1.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519	0.071	0	0	0.129	0	0.532	0	0	0.246	0	0	0	0.841	0
ARSD	1.625	1.093	0.734	0.55	0.613	0.766	4.187	4.069	0.225	0.618	1.91	0.731	3.512	2.091	0.205	4.904	2.595	2.471	2.92	1.493	2.685	0.118	2.456	0.041	0.696	2.439	0.648	0	2.335	1.951	0.855	2.856	0.937	1.588	0
PNPLA4	3.882	10.614	0.065	2.142	2.379	3.343	1.793	3.695	2.492	4.043	0.167	0.498	22.724	5.696	6.272	4.255	22.664	2.594	8.058	16.439	4.876	0.802	16.171	3.778	3.171	16.414	10.87	0	6.411	1.495	4.433	2.122	3.402	4.461	13.163
MYH13	0	0	0.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0.227	0	0	0	0
ADIPOR2	69.036	56.159	69.458	52.846	40.602	61.495	63.073	44.284	27.446	43.414	48.225	20.267	35.318	39.388	37.614	33.142	13.672	37.966	35.471	30.352	57.042	35.104	35.628	18.134	56.523	48.729	31.043	48.246	29.154	73.019	43.014	55.902	49.293	60.544	43.482
CDKL3	3.61	1.948	0.293	0.542	0.07	0	0.388	0	0	1.706	0	0	0	0.16	0	0	0	0.316	0.611	0	0.086	4.422	0.09	0	0.123	0	1.17	0	0.168	0	0	0	2.393	0	0
UPP2	0	0	0.91	0	2.04	0.083	0.722	0	0	0	0	0	3.402	0	0	0	0	0	4.148	0	3.103	0	0	0	0.636	0	0	0	0	0.773	0.313	1.235	0.742	0	0
PRSS21	0	0	0	0	0	0	0	0	0	0	17.063	0	14.762	0	0	0	0	0	0.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARK4	43.857	20.615	11.398	12.296	10.272	16.92	14.95	44.255	13.535	39.574	30.517	16.802	37.58	30.827	28.267	27.303	29.298	25.653	35.027	58.233	33.929	28.918	38.601	36.217	19.637	26.419	58.828	72.393	39.088	14.314	15.944	14.51	21.397	24.697	3.882
PROM1	0	0	0.09	0	0.551	0	0.447	0	0.85	0	0	0	0.984	0.494	0	0.127	0	0	0	0	0.106	0	0	0	0.709	0	0	0	0	0	0.56	0.123	0.689	0	0
CCDC124	62.688	41.83	16.207	15.76	14.273	23.883	25.737	75.957	137.689	79.744	56.151	73.387	95.172	96.229	87.831	60.314	140.302	46.799	57.339	103.002	62.063	80.928	133.257	101.626	61.653	171.536	44.283	94.382	109.413	27.543	23.947	17.595	44.077	47.921	26.311
CEACAM21	17.892	24.262	4.566	6.473	4.387	14.828	9.789	32.819	39.175	2.324	0	21.672	9.779	14.47	3.541	22.844	7.807	8.599	37.061	17.594	6.007	0	53.315	0.147	7.855	56.83	13.249	7.799	4.441	9.894	7.296	4.647	6.706	16.344	4.118
PAFAH1B1	63.57	44.572	30.07	27.295	28.359	45.08	34.083	42.981	74.821	39.076	17.18	64.805	51.595	55.499	47.093	42.16	86.103	42.006	48.619	29.763	29.225	46.061	55.618	45.959	40.418	54.066	56.992	58.427	46.591	36.779	34.41	34.03	40.514	35.203	53.544
NOS2	0	0	0	0.042	0.345	0	0	0	0	0	0	0	3.558	0.224	0	1.135	0.061	0	0	0	0.6	0	0	0	0	0	0	0	2.114	0.785	1.375	0	0	0.639	0
DNAH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0100	30.88	19.773	14.251	14.185	12.245	28.514	34.311	27.345	44.808	19.465	18.961	42.355	29.263	32.87	50.271	33.189	55.964	32.969	18.881	32.678	19.53	31.723	50.874	40.007	18.498	43.575	44.272	66.345	35.279	18.751	12.313	11.366	19.174	24.935	40.463
SLC13A2	0	0	0	0.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS7	38.797	23.713	4.972	3.429	14.118	17.373	13.795	20.999	60.317	27.526	26.813	33.109	34.883	28.551	38.938	27.097	34.707	28.306	29.803	24.228	13.938	53.915	45.974	62.807	13.859	41.74	10.563	18.199	34.34	14.769	13.638	8.314	30.861	29.57	47.409
TRAPPC6A	8.715	18.312	4.325	0.987	5.772	7.869	1.018	16.089	28.778	30.752	30.012	8.652	0	29.41	5.654	7.846	9.35	10.085	24.29	31.824	11.801	43.463	0	22.911	9.679	8.648	21.614	71.298	79.737	27.565	16.844	1.957	0	13.462	1.734
MATK	38.641	38.041	5.414	9.655	4.629	27.186	19.889	42.134	85.544	11.915	9.124	110.053	55.046	38.161	63.005	33.359	114.656	22.256	35.026	31.71	20.764	17.586	74.998	63.968	29.076	36.533	20.186	113.294	51.666	20.564	17.636	4.849	48.414	28.647	50.784
CEACAM7	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0	0	2.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD79B	7.214	12.359	9.486	0.974	7.249	2.353	12.21	13.754	41.763	0.523	4.242	6.939	8.024	21.084	10.607	12.488	6.355	15.543	10.126	7.384	19.787	17.241	0.791	12.916	5.246	2.586	21.267	50.076	37.987	5.77	1.778	7.021	7.387	11.406	5.444
SCN4A	0	0.418	0	0.156	0.131	0.059	0	0	0	5.59	0	2.433	0	1.456	0	0.659	1.411	0.468	1.844	0	0.191	0	0	0	0.091	0	0	0	0	0.069	0	0	0.976	0	0
ST7L	23.965	32.524	29.549	42.931	17.845	14.875	20.982	18.594	8.818	24.28	24.308	2.051	4.933	22.262	14.132	18.516	25.162	19.751	27.283	11.045	29.153	20.712	10.983	12.429	22.87	12.103	23.419	5.342	8.35	19.588	19.547	34.323	13.982	24.089	0
TKTL1	3.129	0.902	0.307	3.887	0	7.845	2.081	11.515	46.239	0	0	24.931	8.957	7.988	4.927	1.035	0	0.397	0	12.342	9.481	0.982	5.707	0.871	3.814	0	1.069	0	0	0	0	1.25	1.804	0	34.569
PAX6	0.005	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0.027	0.022	0.088	0	0	0
RPUSD1	17.899	11.095	1.538	0.532	3.734	4.066	8.143	4.719	9.371	0.235	12.952	13.516	13.706	15.307	3.897	6.396	13.843	2.875	9.918	5.084	4.355	21.22	25.342	18.882	3.533	20.154	7.4	0.158	7.226	2.683	4.507	3.626	1.321	3.024	14.605
RHBDF1	2.108	0.478	0.046	0	0	0	0	0	0.046	0	0	0	0.326	0	0	0	0	0	0	0	0	0	0.279	0	0	0.137	0	0	0.313	0	0.094	0	0	0.284	0.658
LUC7L	7.664	9.898	4.393	10.56	3.383	6.023	10.646	10.408	8.622	9.608	4.938	13.982	23.322	13.805	9.862	12.503	1.156	5.352	11.354	23.955	10.399	13.266	19.262	1.918	7.676	12.248	30.809	1.346	14.455	4.905	8.607	3.251	11.255	20.337	4.191
CACNA2D2	7.595	0.025	0.284	0	0	0.929	4.881	3.212	0.107	1.65	0	20.779	2.315	3.604	0	0.037	9.032	2.213	3.922	3.927	0.622	0.611	0	0	0.417	14.996	0	0	1.298	2.26	0.073	0	1.042	1.766	0
BAIAP3	0.032	1.403	0.876	0	0	1.354	0.309	0	3.341	3.148	0.218	1.114	0	1.913	0	0.077	0.43	1.335	0.304	6.039	0.554	5.745	0	0	0.061	0	6.192	0.071	0.835	0	0	0.446	0	0	0
TSR3	98.748	116.265	37.518	26.976	31.191	42.921	54.039	150.028	249.41	94.78	55.856	85.608	278.295	166.947	194.85	132.22	257.767	92.778	126.124	183.272	95.117	179.538	60.864	125.726	77.493	95.744	176.369	121.469	124.655	51.036	98.916	26.435	123.615	93.189	161.375
PIGQ	0.943	3.332	1.503	1.212	0.927	0.372	1.652	1.385	1.142	0.275	2.111	2.631	1.909	2.294	3.004	1.763	0	1.984	3.306	4.534	3.549	3.211	0	7.711	2.618	14.844	2.016	0	0	0.289	1.287	0	1.389	0.177	0
CRAMP1	2.902	3.576	1.366	1.628	2.495	1.724	3.77	1.919	7.545	0.831	4.444	0	10.185	7.461	4.926	4.682	0	4.927	6.432	3.668	6.043	3.822	6.94	6.659	3.101	5.059	6.138	0	16.974	1.024	2.429	0.763	7.952	3.5	0
TEAD3	0.032	0	0	0	0.071	0	0	0	0	0	0	0	0	0.161	0	1.085	0	0.079	0	0	0	0	0	9.104	0.247	2.207	0	0	0	0	0.152	0	0	0	6.904
SELE	0	1.128	0.196	0	0.517	0	0.311	1.078	0.049	4.93	0	0	0.05	0.427	0	4.378	0	1.315	0	0	0	8.543	0	0	0.246	0	0	0.764	2.574	1.496	0.101	0	0	0.609	0
DNAJC11	10.341	21.247	5.072	8.264	8.602	11.892	13.682	13.306	49.228	5.431	12.263	52.938	23.389	23.184	33.779	14.773	49.356	7.452	14.162	29.157	18.618	23.119	28.689	27.449	15.767	20.04	30.523	14.378	48.652	7.196	5.729	6.105	14.971	24.71	44.873
FMO3	0.14	0	0	0	1.306	0.424	1.097	0	0	0	0	0	0	1.344	0	1.091	7.176	0	0	3.917	0	3.346	0	0	1.195	0	0	0	0	2.806	0	0.264	0	0	3.27
MYLIP	51.353	46.201	14.858	11.602	17.186	17.994	33.181	54.207	66.953	47.3	27.76	76.379	75.382	42.732	107.29	28.495	51.512	35.557	37.096	44.137	46.242	95.317	65.251	72.098	25.308	14.742	47.508	53.533	105.726	15.828	21.641	26.784	22.194	44.633	21.867
NOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108	0	0	0	0	0	0	0	0	0	0	0	0
E2F2	11.548	10.944	3.246	2.633	0.513	4.216	4.697	8.317	19.185	22.983	9.243	43.079	18.979	26.309	33.441	10.645	11.627	6.499	3.909	68.763	19.024	21.231	17.279	9.052	22.271	22.425	24.438	19.969	28.206	9.007	8.301	1.171	22.123	19.437	22.233
PSMB1	114.608	75.871	31.305	31.523	25.397	63.461	47.029	65.988	114.815	65.71	140.018	161.455	127.389	108.599	163.163	98.808	113.9	78.709	103.882	88.498	67.978	132.18	134.746	66.327	57.541	128.752	139.418	167.607	129.177	59.28	47.739	44.91	81.082	66.192	240.21
SYN1	0	0	0	1.157	0	0.192	0	0	0	0	0	0	0	0.128	0	0.062	0	0.631	0	0	0	0	0	0	0.295	0	0	1.145	0	0	0	0	0	0	0
JARID2	92.73	126.646	217.159	146.748	201.32	198.877	172.046	79.622	57.13	79.61	96.454	94.514	48.501	128.426	67.455	106.898	118.929	146.641	153.855	56.171	153.629	55.721	100.119	93.12	137.12	37.28	112.422	47.802	80.521	143.853	143.855	181.186	119.089	106.033	137.427
CDKL5	5.403	3.36	2.416	2.46	1.627	3.483	2.697	4.706	5.101	4.023	2.561	0.688	4.03	2.669	2.528	3.817	11.705	2.614	0.89	4.077	1.32	7.512	7.818	4.077	2.402	0	12.953	13.482	10.847	1.272	1.381	6.361	0.6	2.37	9.379
CAMK1G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK11A	0.227	0	1.192	0	0	0.052	1.01	2.066	0.144	0	0.408	0	0	2.919	0	1.055	0	0.565	1.361	0	0.112	0	0.583	0	0.16	0	0.346	0	6.767	0	0	0.194	0	0.594	0
NADK	32.117	52.51	6.601	10.386	18.987	29.174	32.854	41.311	99.245	86.555	58.811	75.758	41.704	126.063	68.927	43.539	71.477	96.981	147.67	42.369	40.852	101.031	101.524	68.613	33.844	59.27	56.935	146.692	109.798	19.393	19.336	15.076	60.82	25.056	70.863
TFAP2B	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLEC1	0.197	1.635	0.726	0.177	0.181	0.176	0.569	2.139	6.684	0.313	1.127	0	0.027	0.852	1.007	0.68	3.075	2.054	0.064	0	0.063	0.959	3.024	0	0	0.04	2.692	0	3.63	0	0.055	0	1.667	0	0.194
CYTH3	2.267	4.102	1.39	1.237	4.487	4.804	3.106	8.696	30.845	9.244	5.911	2.359	25.469	3.839	1.445	11.587	7.647	9.845	11.522	1.763	3.205	18.001	17.085	4.576	3.239	21.475	11.368	0	11.572	4.231	2.547	4.086	9.196	10.573	23.953
ADAM22	13.268	11.166	7.94	8.654	4.132	2.568	3.697	4.502	0.018	9.016	5.88	1.965	7.834	5.844	7.273	5.652	0.823	7.318	8.742	0.189	11.497	6.286	2.472	0	4.226	3.169	3.893	0	3.365	7.449	7.161	8.23	7.377	10.868	0.265
SYPL1	28.895	24.316	16.871	14.455	22.277	16.67	10.158	32.12	52.545	35.194	8.823	22.072	19.324	22.63	17.446	28.127	10.276	10.583	22.155	17.253	19.727	45.451	28.643	41.723	15.834	43.642	27.144	6.711	42.451	21.605	7.418	19.531	19.049	15.429	54.806
CYB561	1.801	1.061	0.379	0.519	0.486	0.92	1.829	2.622	13.36	5.148	0.072	0.782	6.06	4.099	0	0.755	0.547	1.497	8.369	6.062	3.055	14.415	8.553	1.086	1.415	8.405	3.302	7.897	1.929	2.793	0.174	1.029	6.189	2.623	0.304
SPAG9	43.339	32.376	21.384	23.209	14.116	21.214	21.368	31.782	32.799	33.396	21.531	33.944	33.159	43.356	24.916	30.575	33.766	29.464	54.581	20.305	28.049	31.775	31.322	29.676	24.407	29.311	51.142	33.144	49.321	16.1	23.028	21.821	20.734	35.348	22.582
CELSR3	0	0	0	0	0.016	0.141	0.804	0	0	0	0	0	0	0.141	0.017	0.051	0	0	0	0	0	0	0	0.021	0.027	0	0	0	0.111	0	0.267	0.395	0	0.201	0
AASS	5.25	3.79	0.977	1.886	0.281	1.333	1.448	5.539	5.996	0.947	0	10.657	5.528	3.202	5.38	3.137	10.825	0.683	4.646	6.913	1.827	6.549	0	8.557	0.738	0.146	4.322	0.095	7.711	1.618	0.403	2.585	0.797	2.736	0.705
PLEKHG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SS18L2	33.56	23.91	7.946	8.8	17.424	11.501	13.715	23.401	14.254	24.282	17.14	37.504	45.973	27.558	63.738	26.924	12.016	18.401	36.152	8.282	13.936	33.579	0	1.113	17.973	3.108	98.23	11.464	43.085	5.724	3.917	14.064	51.297	22.579	0
